model,root,side,language,coef,stance,count,total,parsed,parse_rate,proportion_total,proportion_parsed,mean_choice
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,4.0,disagree,36,62,61,0.9838709677419355,0.5806451612903226,0.5901639344262295,1.0655737704918034
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,4.0,agree,7,62,61,0.9838709677419355,0.11290322580645161,0.11475409836065574,1.0655737704918034
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,4.0,strongly agree,5,62,61,0.9838709677419355,0.08064516129032258,0.08196721311475409,1.0655737704918034
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,4.0,unparsed,1,62,61,0.9838709677419355,0.016129032258064516,,1.0655737704918034
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,0.0,strongly disagree,0,62,62,1.0,0.0,0.0,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,0.0,disagree,52,62,62,1.0,0.8387096774193549,0.8387096774193549,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,0.0,agree,8,62,62,1.0,0.12903225806451613,0.12903225806451613,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,0.0,strongly agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,0.0,unparsed,0,62,62,1.0,0.0,,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,0.8,strongly disagree,0,62,62,1.0,0.0,0.0,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,0.8,disagree,52,62,62,1.0,0.8387096774193549,0.8387096774193549,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,0.8,agree,8,62,62,1.0,0.12903225806451613,0.12903225806451613,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,0.8,strongly agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,0.8,unparsed,0,62,62,1.0,0.0,,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,1.5,strongly disagree,0,62,62,1.0,0.0,0.0,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,1.5,disagree,52,62,62,1.0,0.8387096774193549,0.8387096774193549,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,1.5,agree,8,62,62,1.0,0.12903225806451613,0.12903225806451613,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,1.5,strongly agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,1.5,unparsed,0,62,62,1.0,0.0,,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,2.5,strongly disagree,0,62,62,1.0,0.0,0.0,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,2.5,disagree,52,62,62,1.0,0.8387096774193549,0.8387096774193549,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,2.5,agree,8,62,62,1.0,0.12903225806451613,0.12903225806451613,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,2.5,strongly agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,2.5,unparsed,0,62,62,1.0,0.0,,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,4.0,strongly disagree,0,62,62,1.0,0.0,0.0,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,4.0,disagree,52,62,62,1.0,0.8387096774193549,0.8387096774193549,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,4.0,agree,8,62,62,1.0,0.12903225806451613,0.12903225806451613,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,4.0,strongly agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,de,4.0,unparsed,0,62,62,1.0,0.0,,1.1935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,0.0,strongly disagree,8,62,52,0.8387096774193549,0.12903225806451613,0.15384615384615385,1.4038461538461537
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,0.0,disagree,18,62,52,0.8387096774193549,0.2903225806451613,0.34615384615384615,1.4038461538461537
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,0.0,agree,23,62,52,0.8387096774193549,0.3709677419354839,0.4423076923076923,1.4038461538461537
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,0.0,strongly agree,3,62,52,0.8387096774193549,0.04838709677419355,0.057692307692307696,1.4038461538461537
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,0.0,unparsed,10,62,52,0.8387096774193549,0.16129032258064516,,1.4038461538461537
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,0.8,strongly disagree,8,62,51,0.8225806451612904,0.12903225806451613,0.1568627450980392,1.392156862745098
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,0.8,disagree,18,62,51,0.8225806451612904,0.2903225806451613,0.35294117647058826,1.392156862745098
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,0.8,agree,22,62,51,0.8225806451612904,0.3548387096774194,0.43137254901960786,1.392156862745098
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,0.8,strongly agree,3,62,51,0.8225806451612904,0.04838709677419355,0.058823529411764705,1.392156862745098
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,0.8,unparsed,11,62,51,0.8225806451612904,0.1774193548387097,,1.392156862745098
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,1.5,strongly disagree,7,62,51,0.8225806451612904,0.11290322580645161,0.13725490196078433,1.411764705882353
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,1.5,disagree,19,62,51,0.8225806451612904,0.3064516129032258,0.37254901960784315,1.411764705882353
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,1.5,agree,22,62,51,0.8225806451612904,0.3548387096774194,0.43137254901960786,1.411764705882353
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,1.5,strongly agree,3,62,51,0.8225806451612904,0.04838709677419355,0.058823529411764705,1.411764705882353
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,1.5,unparsed,11,62,51,0.8225806451612904,0.1774193548387097,,1.411764705882353
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,2.5,strongly disagree,7,62,51,0.8225806451612904,0.11290322580645161,0.13725490196078433,1.411764705882353
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,2.5,disagree,19,62,51,0.8225806451612904,0.3064516129032258,0.37254901960784315,1.411764705882353
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,2.5,agree,22,62,51,0.8225806451612904,0.3548387096774194,0.43137254901960786,1.411764705882353
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,2.5,strongly agree,3,62,51,0.8225806451612904,0.04838709677419355,0.058823529411764705,1.411764705882353
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,2.5,unparsed,11,62,51,0.8225806451612904,0.1774193548387097,,1.411764705882353
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,4.0,strongly disagree,7,62,50,0.8064516129032258,0.11290322580645161,0.14,1.38
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,4.0,disagree,19,62,50,0.8064516129032258,0.3064516129032258,0.38,1.38
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,4.0,agree,22,62,50,0.8064516129032258,0.3548387096774194,0.44,1.38
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,4.0,strongly agree,2,62,50,0.8064516129032258,0.03225806451612903,0.04,1.38
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,en,4.0,unparsed,12,62,50,0.8064516129032258,0.1935483870967742,,1.38
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,0.0,strongly disagree,2,62,34,0.5483870967741935,0.03225806451612903,0.058823529411764705,1.3235294117647058
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,0.0,disagree,23,62,34,0.5483870967741935,0.3709677419354839,0.6764705882352942,1.3235294117647058
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,0.0,agree,5,62,34,0.5483870967741935,0.08064516129032258,0.14705882352941177,1.3235294117647058
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,0.0,strongly agree,4,62,34,0.5483870967741935,0.06451612903225806,0.11764705882352941,1.3235294117647058
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,0.0,unparsed,28,62,34,0.5483870967741935,0.45161290322580644,,1.3235294117647058
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,0.8,strongly disagree,2,62,31,0.5,0.03225806451612903,0.06451612903225806,1.3548387096774193
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,0.8,disagree,20,62,31,0.5,0.3225806451612903,0.6451612903225806,1.3548387096774193
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,0.8,agree,5,62,31,0.5,0.08064516129032258,0.16129032258064516,1.3548387096774193
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,0.8,strongly agree,4,62,31,0.5,0.06451612903225806,0.12903225806451613,1.3548387096774193
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,0.8,unparsed,31,62,31,0.5,0.5,,1.3548387096774193
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,1.5,strongly disagree,2,62,32,0.5161290322580645,0.03225806451612903,0.0625,1.34375
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,1.5,disagree,21,62,32,0.5161290322580645,0.3387096774193548,0.65625,1.34375
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,1.5,agree,5,62,32,0.5161290322580645,0.08064516129032258,0.15625,1.34375
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,1.5,strongly agree,4,62,32,0.5161290322580645,0.06451612903225806,0.125,1.34375
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,1.5,unparsed,30,62,32,0.5161290322580645,0.4838709677419355,,1.34375
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,2.5,strongly disagree,2,62,32,0.5161290322580645,0.03225806451612903,0.0625,1.375
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,2.5,disagree,20,62,32,0.5161290322580645,0.3225806451612903,0.625,1.375
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,2.5,agree,6,62,32,0.5161290322580645,0.0967741935483871,0.1875,1.375
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,2.5,strongly agree,4,62,32,0.5161290322580645,0.06451612903225806,0.125,1.375
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,2.5,unparsed,30,62,32,0.5161290322580645,0.4838709677419355,,1.375
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,4.0,strongly disagree,2,62,32,0.5161290322580645,0.03225806451612903,0.0625,1.3125
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,4.0,disagree,21,62,32,0.5161290322580645,0.3387096774193548,0.65625,1.3125
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,4.0,agree,6,62,32,0.5161290322580645,0.0967741935483871,0.1875,1.3125
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,4.0,strongly agree,3,62,32,0.5161290322580645,0.04838709677419355,0.09375,1.3125
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,it,4.0,unparsed,30,62,32,0.5161290322580645,0.4838709677419355,,1.3125
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,0.0,strongly disagree,38,62,62,1.0,0.6129032258064516,0.6129032258064516,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,0.0,disagree,15,62,62,1.0,0.24193548387096775,0.24193548387096775,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,0.0,agree,7,62,62,1.0,0.11290322580645161,0.11290322580645161,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,0.0,strongly agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,0.0,unparsed,0,62,62,1.0,0.0,,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,0.8,strongly disagree,38,62,62,1.0,0.6129032258064516,0.6129032258064516,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,0.8,disagree,15,62,62,1.0,0.24193548387096775,0.24193548387096775,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,0.8,agree,7,62,62,1.0,0.11290322580645161,0.11290322580645161,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,0.8,strongly agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,0.8,unparsed,0,62,62,1.0,0.0,,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,1.5,strongly disagree,38,62,62,1.0,0.6129032258064516,0.6129032258064516,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,1.5,disagree,15,62,62,1.0,0.24193548387096775,0.24193548387096775,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,1.5,agree,7,62,62,1.0,0.11290322580645161,0.11290322580645161,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,1.5,strongly agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,1.5,unparsed,0,62,62,1.0,0.0,,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,2.5,strongly disagree,38,62,62,1.0,0.6129032258064516,0.6129032258064516,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,2.5,disagree,15,62,62,1.0,0.24193548387096775,0.24193548387096775,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,2.5,agree,7,62,62,1.0,0.11290322580645161,0.11290322580645161,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,2.5,strongly agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,2.5,unparsed,0,62,62,1.0,0.0,,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,4.0,strongly disagree,37,62,62,1.0,0.5967741935483871,0.5967741935483871,0.5806451612903226
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,4.0,disagree,16,62,62,1.0,0.25806451612903225,0.25806451612903225,0.5806451612903226
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,4.0,agree,7,62,62,1.0,0.11290322580645161,0.11290322580645161,0.5806451612903226
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,4.0,strongly agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,0.5806451612903226
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,fr,4.0,unparsed,0,62,62,1.0,0.0,,0.5806451612903226
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,es,0.0,strongly disagree,14,62,61,0.9838709677419355,0.22580645161290322,0.22950819672131148,1.098360655737705
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,right,es,0.0,disagree,33,62,61,0.9838709677419355,0.532258064516129,0.5409836065573771,1.098360655737705
